state,date,new_confirmed,new_deaths,estimated_population_2019,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,epidemiological_week
TO,2020-07-18,564,6,1572866,17773,1129.97547,0.0165,29
AC,2020-07-19,93,3,881935,17295,1961.02887,0.0266,30
AL,2020-07-19,496,16,3337357,50079,1500.55868,0.0279,30
AM,2020-07-19,379,20,4144597,90913,2193.53052,0.0346,30
AP,2020-07-19,120,2,845731,33705,3985.30975,0.015,30
BA,2020-07-19,1931,47,14873064,122169,821.41111,0.0232,30
CE,2020-07-19,406,1,9132078,147378,1613.84955,0.0487,30
DF,2020-07-19,1249,10,3015268,82412,2733.15672,0.0132,30
ES,2020-07-19,478,20,4018650,70609,1757.03283,0.0315,30
GO,2020-07-19,14,20,7018354,40782,581.07642,0.0271,30
MA,2020-07-19,233,32,7075181,106325,1502.78841,0.0255,30
MG,2020-07-19,2097,18,21168791,92972,439.19372,0.0213,30
MS,2020-07-19,234,6,2778986,16637,598.6716,0.0137,30
MT,2020-07-19,1838,36,3484466,34604,993.09335,0.039,30
PA,2020-07-19,912,15,8602865,138396,1608.71989,0.04,30
PB,2020-07-19,411,9,4018127,67382,1676.95048,0.0221,30
PE,2020-07-19,943,56,9557071,79452,831.34257,0.0753,30
PI,2020-07-19,310,18,3273227,39606,1209.99857,0.0282,30
PR,2020-07-19,1076,19,11433957,54629,477.7786,0.0243,30
RJ,2020-07-19,3294,195,17264943,138524,802.34264,0.0875,30
RN,2020-07-19,317,13,3506853,44083,1257.05298,0.0361,30
RO,2020-07-19,0,0,1777225,29117,1638.34067,0.0236,30
RR,2020-07-19,219,2,605761,25686,4240.28619,0.0168,30
RS,2020-07-19,266,23,11377239,47113,414.09871,0.0266,30
SC,2020-07-19,805,23,7164788,53336,744.4184,0.0128,30
SE,2020-07-19,2171,14,2298696,45243,1968.20284,0.0249,30
SP,2020-07-19,3022,85,45919049,415049,903.87107,0.0475,30
TO,2020-07-19,125,5,1572866,17898,1137.92275,0.0167,30
AC,2020-07-20,167,5,881935,17462,1979.96451,0.0266,30
AL,2020-07-20,228,16,3337357,50307,1507.39043,0.0281,30
AM,2020-07-20,476,-3,4144597,91389,2205.01535,0.0344,30
AP,2020-07-20,440,8,845731,34145,4037.33575,0.0151,30
BA,2020-07-20,1123,51,14873064,123292,828.96167,0.0234,30
CE,2020-07-20,440,77,9132078,147818,1618.66773,0.0491,30
DF,2020-07-20,1875,27,3015268,84287,2795.34025,0.0132,30
ES,2020-07-20,1094,34,4018650,71703,1784.25591,0.0315,30
GO,2020-07-20,651,39,7018354,41433,590.3521,0.0276,30
MA,2020-07-20,581,32,7075181,106906,1511.00021,0.0256,30
MG,2020-07-20,1160,22,21168791,94132,444.67348,0.0213,30
MS,2020-07-20,749,20,2778986,17386,625.62388,0.0143,30
MT,2020-07-20,1069,38,3484466,35673,1023.77237,0.0389,30
PA,2020-07-20,1997,16,8602865,140393,1631.93308,0.0396,30
PB,2020-07-20,298,31,4018127,67680,1684.36687,0.0224,30
PE,2020-07-20,663,52,9557071,80115,838.27985,0.0753,30
PI,2020-07-20,670,22,3273227,40276,1230.46767,0.0283,30
PR,2020-07-20,1280,30,11433957,55909,488.97333,0.0243,30
RJ,2020-07-20,2481,47,17264943,141005,816.7128,0.0862,30
RN,2020-07-20,257,38,3506853,44340,1264.38148,0.0367,30
RO,2020-07-20,684,24,1777225,29801,1676.82764,0.0238,30
RR,2020-07-20,299,4,605761,25985,4289.64559,0.0167,30
RS,2020-07-20,336,33,11377239,47449,417.05198,0.0271,30
SC,2020-07-20,1078,9,7164788,54414,759.4642,0.0128,30
SE,2020-07-20,816,31,2298696,46059,2003.70123,0.0251,30
SP,2020-07-20,1385,56,45919049,416434,906.88725,0.0475,30
TO,2020-07-20,456,9,1572866,18354,1166.91441,0.0168,30
AC,2020-07-21,238,4,881935,17700,2006.95063,0.0265,30
AL,2020-07-21,644,15,3337357,50951,1526.68714,0.028,30
AM,2020-07-21,775,23,4144597,92164,2223.71439,0.0344,30
AP,2020-07-21,260,18,845731,34405,4068.07838,0.0155,30
BA,2020-07-21,3552,45,14873064,126844,852.84377,0.0231,30
CE,2020-07-21,3254,49,9132078,151072,1654.30037,0.0484,30
DF,2020-07-21,1789,46,3015268,86076,2854.67162,0.0135,30
ES,2020-07-21,902,24,4018650,72605,1806.70126,0.0314,30
GO,2020-07-21,3821,33,7018354,45254,644.79506,0.026,30
MA,2020-07-21,1248,38,7075181,108154,1528.63934,0.0257,30
MG,2020-07-21,1434,67,21168791,95566,451.44761,0.0217,30
MS,2020-07-21,1503,9,2778986,18889,679.70835,0.0136,30
MT,2020-07-21,1756,46,3484466,37429,1074.16746,0.0383,30
PA,2020-07-21,1965,27,8602865,142358,1654.77431,0.0392,30
PB,2020-07-21,1164,41,4018127,68844,1713.33559,0.0226,30
PE,2020-07-21,326,53,9557071,80441,841.69093,0.0757,30
PI,2020-07-21,1539,18,3273227,41815,1277.48549,0.0277,30
PR,2020-07-21,1629,58,11433957,57538,503.22036,0.0246,30
RJ,2020-07-21,4116,132,17264943,145121,840.55302,0.0847,30
RN,2020-07-21,973,14,3506853,45313,1292.12716,0.0362,30
RO,2020-07-21,841,17,1777225,30642,1724.1486,0.0237,30
RR,2020-07-21,969,16,605761,26954,4449.60966,0.0167,30
RS,2020-07-21,2391,64,11377239,49840,438.06762,0.0271,30
SC,2020-07-21,2061,44,7164788,56475,788.22988,0.0131,30
SE,2020-07-21,1051,26,2298696,47110,2049.4228,0.0251,30
SP,2020-07-21,6235,383,45919049,422669,920.46549,0.0477,30
TO,2020-07-21,496,7,1572866,18850,1198.4492,0.0167,30
AC,2020-07-22,279,1,881935,17979,2038.58561,0.0261,30
AL,2020-07-22,729,15,3337357,51680,1548.53077,0.0279,30
AM,2020-07-22,557,14,4144597,92721,2237.15358,0.0343,30
AP,2020-07-22,255,11,845731,34660,4098.22982,0.0157,30
BA,2020-07-22,6401,52,14873064,133245,895.88131,0.0224,30
CE,2020-07-22,3309,24,9132078,154381,1690.53528,0.0475,30
DF,2020-07-22,1725,18,3015268,87801,2911.88047,0.0134,30
ES,2020-07-22,1150,28,4018650,73755,1835.31783,0.0313,30
GO,2020-07-22,3428,59,7018354,48682,693.63842,0.0254,30
MA,2020-07-22,1577,32,7075181,109731,1550.92852,0.0256,30
MG,2020-07-22,3175,95,21168791,98741,466.4461,0.0219,30
MS,2020-07-22,782,9,2778986,19671,707.84811,0.0135,30
MT,2020-07-22,1502,42,3484466,38931,1117.27306,0.0379,30
PA,2020-07-22,2109,35,8602865,144467,1679.2894,0.0389,30
PB,2020-07-22,2128,23,4018127,70972,1766.29559,0.0223,30
PE,2020-07-22,941,63,9557071,81382,851.53705,0.0756,30
PI,2020-07-22,1364,26,3273227,43179,1319.15691,0.0274,30
PR,2020-07-22,2389,71,11433957,59927,524.11427,0.0248,30
RJ,2020-07-22,3502,150,17264943,148623,860.8369,0.0837,30
RN,2020-07-22,874,14,3506853,46187,1317.04979,0.0359,30
RO,2020-07-22,2302,31,1777225,32944,1853.67638,0.023,30
RR,2020-07-22,978,7,605761,27932,4611.05948,0.0164,30
RS,2020-07-22,3233,48,11377239,53073,466.484,0.0263,30
SC,2020-07-22,3081,27,7164788,59556,831.23185,0.0128,30
SE,2020-07-22,1030,29,2298696,48140,2094.23082,0.0252,30
SP,2020-07-22,16777,361,45919049,439446,957.00153,0.0467,30
TO,2020-07-22,573,11,1572866,19423,1234.87951,0.0168,30
AC,2020-07-23,178,4,881935,18157,2058.7685,0.0261,30
AL,2020-07-23,849,14,3337357,52529,1573.97006,0.0277,30
AM,2020-07-23,1498,10,4144597,94219,2273.29702,0.0339,30
AP,2020-07-23,178,4,845731,34838,4119.2767,0.0157,30
BA,2020-07-23,5113,56,14873064,138358,930.25889,0.022,30
CE,2020-07-23,1884,82,9132078,156265,1711.16585,0.0474,30
DF,2020-07-23,2222,42,3015268,90023,2985.5721,0.0135,30
ES,2020-07-23,855,33,4018650,74610,1856.59363,0.0314,30
GO,2020-07-23,2741,58,7018354,51423,732.69316,0.0252,30
MA,2020-07-23,1757,30,7075181,111488,1575.76181,0.0255,30
MG,2020-07-23,3827,72,21168791,102568,484.5246,0.0218,30
MS,2020-07-23,632,15,2778986,20303,730.59022,0.0138,30
MT,2020-07-23,2085,24,3484466,41016,1177.11007,0.0365,30
PA,2020-07-23,1785,30,8602865,146252,1700.0383,0.0386,30
PB,2020-07-23,2132,37,4018127,73104,1819.35514,0.0221,30
PE,2020-07-23,1858,59,9557071,83240,870.97815,0.0746,30
PI,2020-07-23,1170,31,3273227,44349,1354.90145,0.0274,30
PR,2020-07-23,2077,59,11433957,62004,542.27946,0.0249,30
RJ,2020-07-23,2926,92,17264943,151549,877.78454,0.0827,30
RN,2020-07-23,627,16,3506853,46814,1334.92907,0.0357,30
RO,2020-07-23,1136,26,1777225,34080,1917.59625,0.023,30
RR,2020-07-23,942,7,605761,28874,4766.56635,0.0161,30
RS,2020-07-23,1768,59,11377239,54841,482.0238,0.0265,30
SC,2020-07-23,2726,47,7164788,62282,869.27904,0.013,30
SE,2020-07-23,1257,36,2298696,49397,2148.91399,0.0252,30
SP,2020-07-23,12561,362,45919049,452007,984.35619,0.0462,30
TO,2020-07-23,542,8,1572866,19965,1269.3389,0.0167,30
AC,2020-07-24,236,6,881935,18393,2085.52785,0.0261,30
AL,2020-07-24,1184,14,3337357,53713,1609.44724,0.0274,30
AM,2020-07-24,1205,6,4144597,95424,2302.37101,0.0335,30
AP,2020-07-24,188,4,845731,35026,4141.50599,0.0158,30
BA,2020-07-24,4409,52,14873064,142767,959.90308,0.0217,30
CE,2020-07-24,3688,45,9132078,159953,1751.55096,0.0466,30
DF,2020-07-24,2391,26,3015268,92414,3064.86853,0.0135,30
ES,2020-07-24,1244,32,4018650,75854,1887.5493,0.0313,30
GO,2020-07-24,2731,58,7018354,54154,771.60542,0.025,30
MA,2020-07-24,1195,31,7075181,112683,1592.65183,0.0255,30
MG,2020-07-24,4244,77,21168791,106812,504.57298,0.0217,30
MS,2020-07-24,712,11,2778986,21015,756.21108,0.0139,30
MT,2020-07-24,1570,58,3484466,42586,1222.16718,0.0365,30
PA,2020-07-24,1671,43,8602865,147923,1719.46206,0.0385,30
PB,2020-07-24,1446,35,4018127,74550,1855.34205,0.0222,30
PE,2020-07-24,1802,26,9557071,85042,889.8333,0.0733,30
PI,2020-07-24,1040,13,3273227,45389,1386.67437,0.0271,30
PR,2020-07-24,2255,53,11433957,64259,562.00141,0.0249,30
RJ,2020-07-24,3330,119,17264943,154879,897.07218,0.0817,30
RN,2020-07-24,247,6,3506853,47061,1341.97242,0.0357,30
RO,2020-07-24,793,17,1777225,34873,1962.21638,0.023,30
RR,2020-07-24,520,8,605761,29394,4852.40879,0.0161,30
RS,2020-07-24,2166,38,11377239,57007,501.06181,0.0262,30
SC,2020-07-24,2735,32,7164788,65017,907.45183,0.013,30
SE,2020-07-24,1735,37,2298696,51132,2224.39157,0.0251,30
SP,2020-07-24,11211,312,45919049,463218,1008.77089,0.0458,30
TO,2020-07-24,955,6,1572866,20920,1330.05609,0.0163,30
AC,2020-07-25,264,3,881935,18657,2115.46202,0.0259,30
AL,2020-07-25,1017,15,3337357,54730,1639.92045,0.0272,30
AM,2020-07-25,670,11,4144597,96094,2318.53664,0.0334,30
AP,2020-07-25,136,2,845731,35162,4157.58675,0.0158,30
BA,2020-07-25,3632,44,14873064,146399,984.32307,0.0214,30
CE,2020-07-25,1891,24,9132078,161844,1772.25819,0.0462,30
DF,2020-07-25,1773,31,3015268,94187,3123.66927,0.0135,30
ES,2020-07-25,744,13,4018650,76598,1906.06298,0.0311,30
GO,2020-07-25,1413,27,7018354,55567,791.73835,0.0248,30
MA,2020-07-25,880,27,7075181,113563,1605.08968,0.0255,30
MG,2020-07-25,3281,89,21168791,110093,520.07221,0.0218,30
MS,2020-07-25,499,13,2778986,21514,774.16727,0.0142,30
MT,2020-07-25,667,24,3484466,43253,1241.30929,0.0365,30
PA,2020-07-25,540,27,8602865,148463,1725.73904,0.0385,30
PB,2020-07-25,1173,22,4018127,75723,1884.53476,0.0221,30
PE,2020-07-25,1710,62,9557071,86752,907.72581,0.0726,30
PI,2020-07-25,655,15,3273227,46044,1406.68521,0.027,30
PR,2020-07-25,1334,55,11433957,65593,573.66842,0.0252,30
RJ,2020-07-25,1414,154,17264943,156293,905.26218,0.0819,30
RN,2020-07-25,38,0,3506853,47099,1343.05601,0.0356,30
RO,2020-07-25,700,9,1777225,35573,2001.60362,0.0228,30
RR,2020-07-25,435,0,605761,29829,4924.21929,0.0159,30
RS,2020-07-25,2111,60,11377239,59118,519.6164,0.0263,30
SC,2020-07-25,2316,36,7164788,67333,939.77659,0.0131,30
SE,2020-07-25,1132,19,2298696,52264,2273.63688,0.0249,30
SP,2020-07-25,16263,311,45919049,479481,1044.18757,0.0449,30
TO,2020-07-25,847,6,1572866,21767,1383.90683,0.0159,30
AC,2020-07-26,88,3,881935,18745,2125.44008,0.0259,31
AL,2020-07-26,646,14,3337357,55376,1659.27709,0.0271,31
AM,2020-07-26,369,7,4144597,96463,2327.4398,0.0333,31
AP,2020-07-26,58,0,845731,35220,4164.44472,0.0157,31
BA,2020-07-26,1780,42,14873064,148179,996.29101,0.0215,31
CE,2020-07-26,242,14,9132078,162086,1774.90819,0.0462,31
DF,2020-07-26,2145,33,3015268,96332,3194.80723,0.0136,31
ES,2020-07-26,603,25,4018650,77201,1921.06802,0.0312,31
GO,2020-07-26,683,15,7018354,56250,801.46997,0.0248,31
MA,2020-07-26,328,25,7075181,113891,1609.7256,0.0257,31
MG,2020-07-26,2478,25,21168791,112571,531.77813,0.0216,31
MS,2020-07-26,288,14,2778986,21802,784.53076,0.0146,31
MT,2020-07-26,384,36,3484466,43637,1252.32963,0.037,31
PA,2020-07-26,360,13,8602865,148823,1729.92369,0.0385,31
PB,2020-07-26,430,23,4018127,76153,1895.23626,0.0223,31
PE,2020-07-26,1714,53,9557071,88466,925.66017,0.0718,31
PI,2020-07-26,540,16,3273227,46584,1423.18269,0.027,31
PR,2020-07-26,0,18,11433957,65593,573.66842,0.0255,31
RJ,2020-07-26,32,27,17264943,156325,905.44753,0.0821,31
RN,2020-07-26,331,25,3506853,47430,1352.49467,0.0359,31
RO,2020-07-26,237,4,1777225,35810,2014.93902,0.0227,31
RR,2020-07-26,73,1,605761,29902,4936.27025,0.0159,31
RS,2020-07-26,661,17,11377239,59779,525.42625,0.0263,31
SC,2020-07-26,1397,27,7164788,68730,959.27472,0.0132,31
SE,2020-07-26,339,11,2298696,52603,2288.38437,0.025,31
SP,2020-07-26,4501,89,45919049,483982,1053.9896,0.0446,31
TO,2020-07-26,339,4,1572866,22106,1405.45984,0.0158,31
AC,2020-07-27,38,7,881935,18783,2129.74879,0.0262,31
AL,2020-07-27,828,14,3337357,56204,1684.08714,0.0269,31
AM,2020-07-27,616,7,4144597,97079,2342.30252,0.0332,31
AP,2020-07-27,144,2,845731,35364,4181.47141,0.0157,31
BA,2020-07-27,930,45,14873064,149109,1002.54393,0.0216,31
CE,2020-07-27,343,15,9132078,162429,1778.66418,0.0462,31
DF,2020-07-27,2148,31,3015268,98480,3266.04468,0.0136,31
ES,2020-07-27,979,26,4018650,78180,1945.4294400000001,0.0312,31
GO,2020-07-27,2793,62,7018354,59043,841.26563,0.0247,31
MA,2020-07-27,694,20,7075181,114585,1619.53454,0.0257,31
MG,2020-07-27,1147,32,21168791,113718,537.19648,0.0216,31
MS,2020-07-27,641,9,2778986,22443,807.59673,0.0146,31
MT,2020-07-27,1518,48,3484466,45155,1295.89441,0.0369,31
PA,2020-07-27,1793,24,8602865,150616,1750.76559,0.0382,31
PB,2020-07-27,540,29,4018127,76693,1908.67536,0.0225,31
PE,2020-07-27,666,24,9557071,89132,932.62884,0.0715,31
PI,2020-07-27,967,19,3273227,47551,1452.7254,0.0269,31
PR,2020-07-27,2408,32,11433957,68001,594.72849,0.025,31
RJ,2020-07-27,1509,41,17264943,157834,914.18779,0.0816,31
RN,2020-07-27,1085,17,3506853,48515,1383.43409,0.0355,31
RO,2020-07-27,338,16,1777225,36148,2033.95743,0.023,31
RR,2020-07-27,414,5,605761,30316,5004.61403,0.0158,31
RS,2020-07-27,265,40,11377239,60044,527.75546,0.0268,31
SC,2020-07-27,1408,17,7164788,70138,978.92638,0.0132,31
SE,2020-07-27,1009,26,2298696,53612,2332.27882,0.025,31
SP,2020-07-27,3672,70,45919049,487654,1061.98628,0.0444,31
TO,2020-07-27,745,7,1572866,22851,1452.82561,0.0156,31
AC,2020-07-28,349,7,881935,19132,2169.32087,0.0261,31
AL,2020-07-28,938,13,3337357,57142,1712.19321,0.0267,31
AM,2020-07-28,1039,12,4144597,98118,2367.3713,0.033,31
AP,2020-07-28,333,2,845731,35697,4220.84564,0.0156,31
BA,2020-07-28,4204,43,14873064,153313,1030.80979,0.0213,31
CE,2020-07-28,3274,107,9132078,165703,1814.51582,0.046,31
DF,2020-07-28,2246,52,3015268,100726,3340.53225,0.0138,31
ES,2020-07-28,1288,25,4018650,79468,1977.48,0.031,31
GO,2020-07-28,2570,44,7018354,61613,877.8839,0.0244,31
MA,2020-07-28,1403,16,7075181,115988,1639.36442,0.0255,31
MG,2020-07-28,2927,90,21168791,116645,551.02344,0.0219,31
MS,2020-07-28,968,14,2778986,23411,842.42958,0.0146,31
MT,2020-07-28,1890,36,3484466,47045,1350.13514,0.0361,31
PA,2020-07-28,1233,-59,8602865,151849,1765.09802,0.0375,31
PB,2020-07-28,1482,18,4018127,78175,1945.55822,0.0223,31
PE,2020-07-28,546,45,9557071,89678,938.34188,0.0716,31
PI,2020-07-28,1411,14,3273227,48962,1495.83271,0.0264,31
PR,2020-07-28,1392,40,11433957,69393,606.90275,0.0251,31
RJ,2020-07-28,1805,157,17264943,159639,924.6425,0.0816,31
RN,2020-07-28,679,21,3506853,49194,1402.79618,0.0354,31
RO,2020-07-28,701,10,1777225,36849,2073.40095,0.0228,31
RR,2020-07-28,680,14,605761,30996,5116.86952,0.0159,31
RS,2020-07-28,2303,69,11377239,62347,547.99763,0.0269,31
SC,2020-07-28,3633,36,7164788,73771,1029.6327000000001,0.013,31
SE,2020-07-28,1397,19,2298696,55009,2393.05241,0.0247,31
SP,2020-07-28,12647,383,45919049,500301,1089.52823,0.0441,31
TO,2020-07-28,666,7,1572866,23517,1495.16869,0.0155,31
AC,2020-07-29,234,10,881935,19366,2195.85344,0.0263,31
AL,2020-07-29,982,13,3337357,58124,1741.61769,0.0265,31
AM,2020-07-29,975,10,4144597,99093,2390.89591,0.0328,31
AP,2020-07-29,276,1,845731,35973,4253.48013,0.0155,31
BA,2020-07-29,4021,51,14873064,157334,1057.84524,0.0211,31
CE,2020-07-29,3435,32,9132078,169138,1852.13048,0.0452,31
DF,2020-07-29,1616,28,3015268,102342,3394.12616,0.0139,31
ES,2020-07-29,1179,28,4018650,80647,2006.81821,0.0309,31
GO,2020-07-29,2637,53,7018354,64250,915.45682,0.0242,31
MA,2020-07-29,1706,19,7075181,117694,1663.47688,0.0253,31
MG,2020-07-29,2749,57,21168791,119394,564.00954,0.0218,31
MS,2020-07-29,876,15,2778986,24287,873.95187,0.0147,31
MT,2020-07-29,1809,52,3484466,48854,1402.05128,0.0359,31
PA,2020-07-29,1501,5,8602865,153350,1782.5457,0.0372,31
PB,2020-07-29,1723,21,4018127,79898,1988.43889,0.0221,31
PE,2020-07-29,1858,63,9557071,91536,957.78299,0.0708,31
PI,2020-07-29,1236,12,3273227,50198,1533.59361,0.026,31
PR,2020-07-29,1527,71,11433957,70920,620.25771,0.0256,31
RJ,2020-07-29,2008,165,17264943,161647,936.273,0.0816,31
RN,2020-07-29,618,16,3506853,49812,1420.41882,0.0353,31
RO,2020-07-29,785,15,1777225,37634,2117.57093,0.0227,31
RR,2020-07-29,459,8,605761,31455,5192.64198,0.0159,31
RS,2020-07-29,2149,70,11377239,64496,566.88622,0.0271,31
SC,2020-07-29,3230,42,7164788,77001,1074.71428,0.013,31
SE,2020-07-29,1205,31,2298696,56214,2445.47343,0.0247,31
SP,2020-07-29,13896,330,45919049,514197,1119.79018,0.0435,31
TO,2020-07-29,761,4,1572866,24278,1543.55171,0.0152,31
AC,2020-07-30,207,11,881935,19573,2219.32455,0.0266,31
AL,2020-07-30,855,14,3337357,58979,1767.23677,0.0263,31
AM,2020-07-30,1047,6,4144597,100140,2416.15771,0.0325,31
AP,2020-07-30,299,2,845731,36272,4288.83416,0.0155,31
BA,2020-07-30,4296,70,14873064,161630,1086.72967,0.021,31
CE,2020-07-30,2427,16,9132078,171565,1878.70712,0.0447,31
DF,2020-07-30,2100,25,3015268,104442,3463.77171,0.0138,31
ES,2020-07-30,1239,24,4018650,81886,2037.64946,0.0307,31
GO,2020-07-30,2649,52,7018354,66899,953.20071,0.024,31
MA,2020-07-30,1568,18,7075181,119262,1685.63886,0.0251,31
MG,2020-07-30,4021,84,21168791,123415,583.00448,0.0218,31
MS,2020-07-30,649,19,2778986,24936,897.30571,0.0151,31
MT,2020-07-30,1684,42,3484466,50538,1450.38006,0.0355,31
PA,2020-07-30,1335,29,8602865,154685,1798.06378,0.037,31
PB,2020-07-30,1210,19,4018127,81108,2018.55243,0.022,31
PE,2020-07-30,1837,42,9557071,93373,977.00436,0.0699,31
PI,2020-07-30,1279,25,3273227,51477,1572.6682,0.0258,31
PR,2020-07-30,2568,47,11433957,73488,642.71713,0.0253,31
RJ,2020-07-30,1995,150,17264943,163642,947.82821,0.0816,31
RN,2020-07-30,751,26,3506853,50563,1441.83403,0.0353,31
RO,2020-07-30,773,9,1777225,38407,2161.06571,0.0225,31
RR,2020-07-30,561,4,605761,32016,5285.25276,0.0158,31
RS,2020-07-30,1977,75,11377239,66473,584.26302,0.0275,31
SC,2020-07-30,3903,41,7164788,80904,1129.18903,0.0129,31
SE,2020-07-30,1470,18,2298696,57684,2509.42273,0.0244,31
SP,2020-07-30,14809,321,45919049,529006,1152.04041,0.0429,31
TO,2020-07-30,546,13,1572866,24824,1578.26541,0.0153,31
AC,2020-07-31,52,10,881935,19625,2225.22068,0.0271,31
AL,2020-07-31,746,13,3337357,59725,1789.58979,0.0262,31
AM,2020-07-31,800,16,4144597,100940,2435.45995,0.0324,31
AP,2020-07-31,196,4,845731,36468,4312.00937,0.0155,31
BA,2020-07-31,4524,72,14873064,166154,1117.14708,0.0208,31
CE,2020-07-31,3097,28,9132078,174662,1912.62054,0.044,31
DF,2020-07-31,1850,25,3015268,106292,3525.12612,0.0138,31
ES,2020-07-31,1406,30,4018650,83292,2072.63633,0.0305,31
GO,2020-07-31,2350,71,7018354,69249,986.68434,0.0242,31
MA,2020-07-31,1399,17,7075181,120661,1705.4122,0.025,31
MG,2020-07-31,3691,77,21168791,127106,600.44053,0.0218,31
MS,2020-07-31,803,13,2778986,25739,926.20114,0.0151,31
MT,2020-07-31,1540,48,3484466,52078,1494.57621,0.0354,31
PA,2020-07-31,1368,22,8602865,156053,1813.96546,0.0368,31
PB,2020-07-31,1686,26,4018127,82794,2060.51227,0.0219,31
PE,2020-07-31,1632,31,9557071,95005,994.08072,0.069,31
PI,2020-07-31,981,25,3273227,52458,1602.63862,0.0258,31
PR,2020-07-31,2624,59,11433957,76112,665.66631,0.0252,31
RJ,2020-07-31,1853,129,17264943,165495,958.56094,0.0814,31
RN,2020-07-31,1137,102,3506853,51700,1474.25626,0.0365,31
RO,2020-07-31,585,8,1777225,38992,2193.98219,0.0224,31
RR,2020-07-31,707,8,605761,32723,5401.96546,0.0157,31
RS,2020-07-31,219,51,11377239,66692,586.18791,0.0281,31
SC,2020-07-31,3169,59,7164788,84073,1173.41923,0.0131,31
SE,2020-07-31,1029,26,2298696,58713,2554.18724,0.0244,31
SP,2020-07-31,13298,287,45919049,542304,1181.00007,0.0424,31
TO,2020-07-31,522,9,1572866,25346,1611.45323,0.0154,31
